x,20
0.475551,0.0711681
0.579028,0.057595
0.638695,0.0474167
0.688282,0.0391044
0.729391,0.0295212
0.780623,0.019598
0.810002,0.0133221
0.856125,0.0017886

x,30
0.675336,0.1224389
0.724106,0.1151439
0.771261,0.1105619
0.814944,0.1025044
0.847737,0.0975846
0.895672,0.0906288
0.944378,0.0809601
0.983017,0.0736661
1.030011,0.0631499
1.078703,0.0529726
1.118097,0.0423722
1.194589,0.0299883
1.234901,0.0221007
1.319696,0.0045448

x,35
0.716463,0.1447309
0.775421,0.1395544
0.831002,0.1343782
0.90253,0.1257248
0.969013,0.1178349
1.040493,0.1074012
1.102718,0.0981552
1.174956,0.0845001
1.260662,0.0694026
1.333652,0.0523564
1.414293,0.0372593
1.526052,0.0177512

x,40
0.775991,0.1606632
0.855154,0.1533655
0.920889,0.1490362
0.98824,0.1419939
1.080115,0.1364753
1.156736,0.1288388
1.240106,0.1210321
1.280495,0.1160268
1.33267,0.1097488
1.382279,0.1022842
1.441093,0.091767
1.486449,0.0831159
1.546915,0.0712421
1.60401,0.0596229
1.656926,0.04953
1.722475,0.0383339
1.777928,0.0284104
1.870391,0.013397

x,45
1.121033,0.1510529
1.232325,0.1455326
1.327566,0.1395899
1.411904,0.136361
1.517235,0.1288914
1.619085,0.1176073
1.753694,0.1001317
1.872134,0.0779103
1.991434,0.0562821
2.120915,0.0365181
2.245345,0.0172632

x,50
1.580911,0.1421105
1.64674,0.1412569
1.731918,0.1378583
1.796907,0.1371743
1.855882,0.1325913
1.958718,0.1265631
2.056375,0.1162967
2.147206,0.1034028
2.216158,0.093139
2.296,0.0797375
2.375012,0.0668447
2.44481,0.0566655
2.571139,0.0452097
2.590323,0.036561
2.681166,0.024091
2.803116,0.0067861

x,55
2.43669,0.1310983
2.541997,0.122781
2.594128,0.1148923
2.648783,0.1066643
2.7043,0.0991144
2.779111,0.086985
2.830429,0.0802832
2.92971,0.0676429
2.981031,0.0610259
3.080344,0.0495725
3.117365,0.0449066
3.213287,0.0329449
3.214944,0.0317579
3.257031,0.0270915
3.352955,0.0152145
3.404164,0.0044436

x,25
0.554113,0.1041384
0.558826,0.1034359
0.563538,0.1027334
0.568251,0.1020308
0.572963,0.1013283
0.577676,0.1006258
0.582388,0.0999233
0.587101,0.0992208
0.591813,0.0985182
0.596526,0.0978157
0.601238,0.0971132
0.605951,0.0964107
0.610664,0.0957082
0.615376,0.0950056
0.620089,0.0943031
0.624801,0.0936006
0.629514,0.0928981
0.633806,0.092169
0.638073,0.0914382
0.642339,0.0907075
0.646606,0.0899767
0.650872,0.089246
0.655139,0.0885153
0.659405,0.0877845
0.663672,0.0870538
0.667938,0.086323
0.672205,0.0855923
0.676471,0.0848615
0.680738,0.0841308
0.685004,0.0834
0.689095,0.0826592
0.693175,0.0819178
0.697255,0.0811764
0.701335,0.080435
0.705415,0.0796935
0.709495,0.0789521
0.713576,0.0782107
0.717656,0.0774693
0.721649,0.0767231
0.725606,0.075975
0.729563,0.0752269
0.73352,0.0744787
0.737478,0.0737306
0.741435,0.0729825
0.745392,0.0722343
0.749349,0.0714862
0.753306,0.0707381
0.757263,0.06999
0.760828,0.0692226
0.764245,0.068448
0.767663,0.0676735
0.771081,0.0668989
0.774498,0.0661244
0.777916,0.0653498
0.781333,0.0645753
0.784751,0.0638007
0.788168,0.0630262
0.791586,0.0622516
0.795004,0.0614771
0.798421,0.0607025
0.801839,0.059928
0.805256,0.0591534
0.808674,0.0583789
0.812092,0.0576043
0.81509,0.0568136
0.817706,0.056008
0.820323,0.0552025
0.822939,0.054397
0.825555,0.0535914
0.828172,0.0527859
0.830788,0.0519804
0.833404,0.0511749
0.836898,0.0504093
0.841193,0.0496802
0.845488,0.0489512
0.849783,0.0482221
0.854078,0.0474931
0.858373,0.046764
0.862668,0.046035
0.866964,0.0453059
0.871259,0.0445769
0.875554,0.0438478
0.879849,0.0431188
0.884144,0.0423897
0.888439,0.0416607
0.892734,0.0409316
0.897029,0.0402026
0.901324,0.0394735
0.905619,0.0387445
0.909625,0.0380006
0.912968,0.0372228
0.916311,0.0364449
0.919654,0.0356671
0.922997,0.0348892
0.92634,0.0341114
0.929683,0.0333336
0.933026,0.0325557
0.936369,0.0317779
0.939712,0.031
0.943054,0.0302222
0.946397,0.0294443
0.94974,0.0286665
0.953085,0.0278888
0.957171,0.0271477
0.961257,0.0264066
0.965343,0.0256655
0.969429,0.0249244
0.973515,0.0241833
0.977601,0.0234422
0.981687,0.0227011
0.985773,0.02196
0.989859,0.0212189
0.993945,0.0204778
0.998031,0.0197367
1.002117,0.0189956
1.005763,0.0182319
1.009344,0.0174648
1.012925,0.0166978
1.016506,0.0159307
1.020087,0.0151637
1.023668,0.0143966
1.027249,0.0136296
1.03083,0.0128626
1.034411,0.0120955
1.037992,0.0113285
1.041573,0.0105614
